4.417064,4.107870,3.482602,4.910874,3.836085,3.318655,2.903274,4.252249,3.059490,2.775112,2.786280,3.650312,4.078983,3.782062,3.798359,5.118006
4.696901,3.779638,3.110064,5.095218,4.730957,4.628744,3.412207,5.155952,4.130548,3.719666,3.557543,4.863937,5.144460,4.349998,3.906415,5.830988
3.690894,2.989498,2.000833,4.390611,4.448983,4.722895,3.303489,5.522674,4.067513,2.920106,2.859854,4.458577,5.036804,4.421761,3.721754,6.197960
4.998987,4.469446,3.392561,5.518799,3.597875,3.258951,2.384764,3.863167,4.329263,4.129744,3.028534,5.318592,4.021140,3.992420,2.524143,4.424181
4.600609,4.001803,3.928846,3.095365,4.259150,3.528898,4.158927,2.664998,3.523952,2.778421,3.414640,2.951838,3.861689,2.977052,4.102377,2.759069
4.446538,3.681991,4.579517,2.828740,4.909999,3.748233,4.370182,2.950947,3.930367,2.788065,4.099380,2.962258,5.384805,3.938128,5.156548,4.590833
3.853256,2.772165,3.568401,3.134728,4.856429,4.002247,4.043081,3.503076,4.259744,2.862708,4.186024,3.542458,5.362926,4.584764,5.413050,3.917101
4.897612,3.983255,4.535152,3.415523,3.750135,2.610493,3.221301,2.686990,4.782213,4.445435,4.208301,3.653972,4.843488,3.967237,3.943902,3.236077
4.885993,4.247037,2.600965,3.594166,3.793481,3.513724,2.355605,3.031842,3.459546,3.292387,1.795867,2.643452,4.486078,3.364523,2.100515,2.317493
3.901581,3.640763,2.359205,2.971702,3.658033,3.271105,2.279631,3.353854,4.055106,3.620020,2.195382,2.661621,5.604241,4.160687,2.737347,3.947185
3.988958,3.601643,1.695046,2.656438,4.629687,3.813156,2.549268,2.850543,3.562205,3.652592,1.789138,3.075625,5.762693,4.640470,2.730454,3.739359
5.254343,3.918886,2.680177,3.631786,3.260777,2.897875,1.766806,2.441380,5.207506,3.973849,2.723203,3.310215,4.402897,3.487203,2.401585,3.508828
3.420600,5.307411,5.150164,4.751511,2.934055,3.713236,4.504015,3.892038,1.989796,3.248673,3.372096,3.697477,2.912970,4.084781,4.209092,3.856728
3.490964,3.436148,4.345533,4.069083,3.226387,3.473187,4.288659,4.261684,2.835005,4.625195,4.333263,4.248467,3.413415,4.773814,5.280231,5.230781
2.748863,3.614738,3.647873,3.790290,3.384003,4.045068,4.190824,3.973816,2.802214,3.390043,3.723240,4.488108,3.698740,4.538754,5.481444,4.999902
2.908642,4.548350,4.901096,4.881344,1.560905,3.172483,3.148108,3.748335,3.226093,3.958016,5.004955,3.712441,2.280599,3.308106,4.105476,4.347170
