0.881741,0.417071,0.708391,0.920179,0.444901,0.456037,0.619690,0.133475,0.321871,0.691204,0.060926,0.989655,0.134804,0.654299,0.796603,0.513730,0.261347,0.455251,0.408098,0.903302,0.800343,0.365955,0.613425,0.833684,0.729753,0.950995,0.364764,0.587100,0.389863,0.429976,0.609875,0.172958,0.909226,0.355689,0.063106,0.625618,0.754117,0.438789,0.718599,0.499410,0.575753,0.678901,0.282177,0.553589,0.172681,0.256379,0.956798,0.898613,0.994338,0.836570,0.231884,0.270858,0.315449,0.748815,0.340028,0.845591,0.845647,0.795729,0.825521,0.533609,0.366374,0.645159,0.195584,0.176769,0.959073,0.146260,0.190363,0.425060,0.975547,0.013738,0.895096,0.870282,0.825252,0.004732,0.526047,0.268970,0.582394,0.292263,0.065680,0.885240,0.223517,0.653190,0.172146,0.250059,0.742487,0.984412,0.016625,0.413842,0.444870,0.926036,0.880677,0.541056,0.534937,0.693886,0.144828,0.128245,0.416178,0.701695,0.393690,0.753042,0.384630,0.482013,0.184773,0.481377,0.503250,0.129666,0.292255,0.925815,0.173428,0.800804,0.116683,0.088846,0.230440,0.008151,0.993057,0.310556,0.517099,0.879243,0.436050,0.698977,0.702869,0.122058,0.421731,0.034185,0.553959,0.395083,0.164069,0.501841,0.437900,0.783046,0.651415,0.336273,0.737193,0.998688,0.943891,0.967748,0.948702,0.829866,0.559637,0.819233,0.850521,0.711081,0.134296,0.109210,0.498762,0.687982,0.911858,0.604126,0.542812,0.038847,0.899931,0.133282,0.064771,0.609912,0.793988,0.564253,0.393610,0.409724,0.238673,0.384511,0.476130,0.312748,0.348509,0.391739,0.952251,0.490717,0.484769,0.504224,0.490581,0.196839,0.273389,0.853112,0.251873,0.230273,0.200418,0.416947,0.634403,0.406321,0.034520,0.171078,0.301776,0.949099,0.498574,0.541234,0.513380,0.372231,0.084269,0.315701,0.979884,0.904440,0.928060,0.904017
0.821318,0.883956,0.652893,0.173013,0.830194,0.064909,0.919395,0.279892,0.138779,0.461040,0.693812,0.904967,0.780310,0.665430,0.889146,0.875172,0.019785,0.529485,0.054702,0.368864,0.498109,0.720632,0.668586,0.931158,0.977493,0.727742,0.166476,0.960108,0.534488,0.139632,0.794041,0.447498,0.090691,0.248361,0.199312,0.831089,0.115103,0.532910,0.626131,0.387619,0.719023,0.617672,0.219438,0.098359,0.126115,0.609662,0.588708,0.416852,0.030678,0.603539,0.681133,0.796595,0.368856,0.365350,0.445132,0.335506,0.848970,0.646845,0.523065,0.148651,0.377916,0.629556,0.944038,0.448301,0.587578,0.425525,0.801650,0.329596,0.526710,0.408101,0.948578,0.746447,0.542744,0.904438,0.892153,0.408645,0.104099,0.597151,0.316808,0.588266,0.989494,0.433588,0.307486,0.908885,0.631248,0.378725,0.224804,0.288124,0.498328,0.400943,0.655772,0.555894,0.908780,0.857299,0.629051,0.455660,0.273272,0.877995,0.454893,0.381927,0.042574,0.547543,0.561427,0.897661,0.982518,0.175026,0.659706,0.680309,0.947005,0.309731,0.653562,0.419780,0.235578,0.359089,0.211724,0.446906,0.153104,0.221101,0.052217,0.615528,0.186028,0.573356,0.395381,0.161323,0.352637,0.770201,0.772031,0.524011,0.061131,0.430315,0.303379,0.888463,0.402200,0.777710,0.974677,0.397610,0.630387,0.906422,0.230028,0.083270,0.516579,0.143003,0.459271,0.968839,0.282559,0.963926,0.697278,0.152024,0.061702,0.026993,0.676124,0.623328,0.276664,0.898690,0.291034,0.411923,0.188481,0.800666,0.789645,0.563684,0.833176,0.188476,0.712056,0.518808,0.600226,0.996382,0.197814,0.656148,0.879663,0.493901,0.002475,0.604846,0.645627,0.047498,0.304253,0.577040,0.312214,0.380038,0.294172,0.145389,0.545042,0.524401,0.603835,0.653522,0.751838,0.143049,0.222866,0.716215,0.427029,0.081347,0.198331,0.342956
0.063772,0.820824,0.588553,0.805106,0.423859,0.795864,0.086958,0.509031,0.279827,0.059429,0.821601,0.652618,0.547973,0.785064,0.566126,0.872035,0.284339,0.893863,0.162820,0.516191,0.618159,0.405296,0.811725,0.667574,0.918095,0.423636,0.055486,0.547249,0.613447,0.208779,0.941325,0.847271,0.089637,0.522487,0.446786,0.137298,0.559161,0.811801,0.935649,0.459757,0.131570,0.301761,0.691658,0.694571,0.659765,0.675940,0.526723,0.640794,0.830095,0.403887,0.128467,0.139941,0.986681,0.139175,0.109861,0.437889,0.605990,0.872034,0.277069,0.695258,0.205476,0.430218,0.677396,0.992212,0.107277,0.002252,0.851734,0.093936,0.782056,0.009439,0.646641,0.091288,0.275466,0.755792,0.591859,0.370872,0.253647,0.040859,0.714690,0.799951,0.776348,0.084253,0.042529,0.784926,0.256274,0.203855,0.196363,0.269878,0.838672,0.558815,0.011264,0.309354,0.308396,0.210345,0.265451,0.433833,0.436130,0.038264,0.106865,0.082818,0.925556,0.827688,0.944720,0.905033,0.888743,0.099290,0.759718,0.576056,0.778085,0.281126,0.889607,0.620985,0.889475,0.406099,0.300817,0.833102,0.937532,0.106612,0.830924,0.339090,0.079456,0.418349,0.185826,0.179913,0.794282,0.494067,0.783286,0.690964,0.039472,0.401822,0.429679,0.622412,0.875935,0.839182,0.138019,0.682324,0.818701,0.913809,0.393858,0.573830,0.365771,0.507843,0.323971,0.981852,0.992146,0.997286,0.392373,0.615703,0.121676,0.003075,0.684920,0.449857,0.745089,0.704115,0.066439,0.642715,0.105071,0.931504,0.782139,0.411377,0.010631,0.672653,0.273597,0.351029,0.750906,0.472975,0.290379,0.406036,0.253140,0.527092,0.831077,0.906702,0.944688,0.367612,0.451907,0.193025,0.172459,0.515398,0.288679,0.821420,0.607229,0.695389,0.397697,0.085442,0.017380,0.104715,0.939847,0.003057,0.378048,0.853184,0.460405,0.032443
0.263060,0.253019,0.485669,0.645955,0.570066,0.102927,0.894172,0.356704,0.122376,0.778576,0.520196,0.928394,0.523030,0.560155,0.525474,0.642959,0.206018,0.548651,0.170521,0.952654,0.248130,0.315656,0.229092,0.352886,0.953896,0.138212,0.927465,0.910253,0.615815,0.001859,0.246685,0.040708,0.181600,0.147903,0.802161,0.923905,0.065701,0.235720,0.748746,0.170729,0.442353,0.632485,0.172769,0.736416,0.936376,0.665488,0.862136,0.916070,0.384651,0.831186,0.743191,0.812827,0.178886,0.539963,0.156353,0.821367,0.722771,0.609951,0.440235,0.034033,0.991880,0.527068,0.427768,0.501404,0.091224,0.209014,0.890628,0.788235,0.869296,0.258808,0.786293,0.227106,0.978172,0.130903,0.091481,0.515442,0.032403,0.594352,0.269786,0.300125,0.202733,0.339000,0.573170,0.261029,0.118701,0.999572,0.813468,0.952189,0.435316,0.350962,0.615315,0.602991,0.469340,0.189195,0.792526,0.987074,0.751353,0.994014,0.394794,0.297797,0.067467,0.916271,0.762669,0.171304,0.112357,0.382768,0.173898,0.703966,0.553603,0.410462,0.637458,0.757697,0.606921,0.528545,0.254569,0.541414,0.538686,0.698851,0.588380,0.900146,0.753807,0.234793,0.165592,0.096917,0.884883,0.226961,0.531453,0.129885,0.977629,0.017949,0.674807,0.478726,0.946642,0.218014,0.163859,0.972407,0.236194,0.717712,0.577372,0.893519,0.369812,0.429247,0.359119,0.705498,0.297498,0.048487,0.916575,0.869993,0.969553,0.277910,0.827208,0.884921,0.870821,0.882208,0.268531,0.206683,0.713037,0.009148,0.745213,0.789170,0.574730,0.479022,0.921317,0.582292,0.574805,0.755761,0.075311,0.745317,0.546777,0.673502,0.544254,0.274694,0.784633,0.334075,0.800447,0.119101,0.735658,0.203882,0.652554,0.476011,0.317297,0.816355,0.480765,0.221366,0.492030,0.555826,0.773651,0.748045,0.388725,0.299176,0.245925,0.256569
0.150802,0.522257,0.571168,0.624609,0.803610,0.266472,0.599683,0.870687,0.637621,0.493967,0.111488,0.772501,0.430992,0.688492,0.487329,0.531661,0.628421,0.868147,0.953472,0.998129,0.556427,0.863156,0.055310,0.590728,0.372447,0.719845,0.432889,0.564598,0.191573,0.760088,0.795883,0.409843,0.232018,0.533000,0.129272,0.666748,0.032809,0.420660,0.027823,0.618645,0.562149,0.046048,0.935709,0.469139,0.823183,0.231375,0.716472,0.750715,0.263944,0.114183,0.066987,0.856848,0.042270,0.433825,0.296805,0.402560,0.820919,0.193170,0.603196,0.916253,0.456462,0.755343,0.054126,0.696356,0.655734,0.925801,0.932994,0.828415,0.165580,0.898143,0.088140,0.362988,0.735402,0.907589,0.852215,0.178787,0.868728,0.708610,0.616471,0.032250,0.026841,0.114546,0.173731,0.899105,0.251862,0.041462,0.851279,0.438549,0.699970,0.396718,0.644149,0.219711,0.690482,0.923308,0.032460,0.553614,0.593404,0.333256,0.032103,0.553755,0.962719,0.425549,0.209318,0.001443,0.252337,0.034822,0.261207,0.111504,0.049758,0.288675,0.762636,0.626902,0.343814,0.476556,0.470721,0.414931,0.752602,0.986958,0.807753,0.899707,0.369080,0.124035,0.651728,0.591938,0.702678,0.907517,0.642931,0.748990,0.267974,0.842126,0.619550,0.772534,0.975011,0.011684,0.368880,0.760981,0.811861,0.940148,0.071789,0.563463,0.128893,0.301045,0.668218,0.742167,0.604621,0.861820,0.604603,0.554737,0.456409,0.868710,0.401183,0.680615,0.099589,0.791009,0.484693,0.237933,0.939535,0.766919,0.599344,0.179633,0.093444,0.505459,0.246958,0.617076,0.193225,0.537187,0.504352,0.640007,0.603437,0.963472,0.066693,0.913189,0.962247,0.486770,0.143923,0.920005,0.528569,0.661579,0.164086,0.793467,0.798962,0.148561,0.872631,0.309073,0.594394,0.975177,0.800970,0.910423,0.475390,0.884278,0.052493,0.249960
0.076504,0.798526,0.822900,0.477560,0.348576,0.521960,0.587313,0.966506,0.067620,0.486513,0.824597,0.003956,0.484882,0.405672,0.122362,0.532288,0.157541,0.784510,0.262028,0.907961,0.098840,0.195931,0.012243,0.770055,0.319779,0.525777,0.734317,0.667179,0.279346,0.968693,0.818512,0.738244,0.673243,0.203139,0.157442,0.135729,0.196200,0.534734,0.275547,0.122025,0.880459,0.880757,0.889876,0.151959,0.981929,0.284514,0.832242,0.499227,0.511988,0.975590,0.733514,0.162395,0.380553,0.960584,0.542022,0.764495,0.868234,0.412675,0.824115,0.901934,0.804302,0.908424,0.874142,0.700007,0.009711,0.209868,0.250967,0.003414,0.384411,0.791770,0.276135,0.993488,0.544947,0.918485,0.970472,0.730645,0.955318,0.035303,0.330546,0.490280,0.139181,0.213944,0.758934,0.401170,0.460139,0.548559,0.633477,0.851827,0.652088,0.640297,0.473035,0.301405,0.720584,0.859872,0.868434,0.768340,0.492310,0.262300,0.469466,0.320205,0.690709,0.737833,0.761174,0.054020,0.915802,0.888167,0.425764,0.817430,0.552533,0.417976,0.918642,0.612999,0.675585,0.558726,0.500446,0.991655,0.745789,0.471578,0.812406,0.114586,0.849327,0.635591,0.370090,0.096800,0.917514,0.652391,0.732376,0.035673,0.547790,0.714568,0.740317,0.502794,0.454032,0.921911,0.562125,0.643045,0.660385,0.084283,0.551940,0.448019,0.851091,0.282292,0.483079,0.104357,0.925697,0.184372,0.735023,0.535258,0.075118,0.502586,0.968864,0.697935,0.200493,0.694148,0.549125,0.150061,0.066848,0.522085,0.689311,0.254108,0.789450,0.280295,0.916454,0.843261,0.680860,0.212463,0.871745,0.415586,0.762011,0.114304,0.103722,0.250834,0.771318,0.544157,0.642669,0.341210,0.711843,0.947088,0.699851,0.395492,0.037108,0.672010,0.475798,0.742400,0.511638,0.104114,0.848706,0.204394,0.254532,0.922035,0.638133,0.093652
0.016939,0.700977,0.323801,0.123866,0.811899,0.579359,0.289098,0.872548,0.919768,0.532394,0.940802,0.064152,0.201506,0.716470,0.712186,0.703413,0.269181,0.132388,0.043738,0.106196,0.833179,0.245804,0.226354,0.327793,0.212442,0.516396,0.073854,0.257962,0.563714,0.340074,0.627938,0.757564,0.370552,0.868659,0.544962,0.183517,0.366130,0.549276,0.683386,0.665030,0.164432,0.609164,0.213953,0.907431,0.199162,0.315522,0.976162,0.359040,0.383428,0.276636,0.419435,0.443039,0.164413,0.289003,0.266116,0.604911,0.739565,0.873374,0.793768,0.857880,0.385590,0.619266,0.002448,0.140054,0.879464,0.158624,0.990218,0.596345,0.764056,0.494370,0.876366,0.090439,0.003338,0.103023,0.504331,0.283548,0.583338,0.163467,0.387785,0.496594,0.247147,0.792680,0.571529,0.685905,0.005931,0.675958,0.826004,0.645813,0.177616,0.184932,0.147625,0.139226,0.972805,0.925948,0.404420,0.094230,0.725433,0.354102,0.391904,0.732765,0.578400,0.165611,0.429843,0.370853,0.921762,0.049415,0.515397,0.282457,0.248879,0.900998,0.068534,0.847743,0.012888,0.616910,0.407265,0.899204,0.922205,0.493896,0.917168,0.842955,0.547615,0.761060,0.141365,0.921909,0.525897,0.754624,0.963348,0.992823,0.372398,0.885945,0.081562,0.817518,0.020016,0.410942,0.694580,0.805985,0.196436,0.500958,0.601209,0.520391,0.218365,0.063031,0.369446,0.281431,0.006550,0.079175,0.693969,0.531551,0.782775,0.100796,0.083970,0.289418,0.255431,0.031999,0.805736,0.997738,0.976837,0.702353,0.438967,0.718071,0.619791,0.826695,0.259261,0.391450,0.099668,0.115935,0.516848,0.662927,0.820368,0.932540,0.199998,0.362712,0.101362,0.594003,0.407311,0.683774,0.190853,0.660631,0.216943,0.160204,0.549167,0.842702,0.292637,0.348705,0.684637,0.687386,0.896399,0.775875,0.122762,0.254474,0.936844,0.529823
0.740089,0.679683,0.428365,0.522467,0.100532,0.642474,0.068496,0.212664,0.247532,0.267435,0.783660,0.968957,0.260071,0.011469,0.760853,0.656807,0.957881,0.101480,0.580437,0.407933,0.137416,0.556787,0.911460,0.904902,0.695379,0.239549,0.101357,0.500634,0.161499,0.312280,0.494779,0.747488,0.033850,0.917933,0.693094,0.836580,0.406388,0.168921,0.047318,0.270807,0.451120,0.978568,0.799455,0.442322,0.097482,0.381110,0.312196,0.072007,0.229906,0.031118,0.993150,0.871471,0.808179,0.071517,0.994312,0.395108,0.579868,0.841449,0.237457,0.947255,0.509204,0.199924,0.123563,0.723365,0.603340,0.331924,0.647075,0.382881,0.086545,0.566321,0.160268,0.622952,0.958773,0.098447,0.605455,0.882377,0.106709,0.464788,0.693894,0.268939,0.054490,0.805377,0.975487,0.016541,0.007819,0.418154,0.918693,0.467177,0.841321,0.079195,0.034494,0.740713,0.170344,0.968036,0.786470,0.203616,0.166683,0.435830,0.992354,0.485640,0.152229,0.508701,0.741176,0.950600,0.735532,0.082107,0.968962,0.339532,0.514632,0.421689,0.331597,0.143642,0.194099,0.224426,0.921404,0.033825,0.493759,0.608053,0.539328,0.486538,0.250187,0.897337,0.546697,0.341195,0.471965,0.313881,0.396726,0.768949,0.721281,0.572949,0.558311,0.538828,0.076799,0.766854,0.510031,0.092590,0.166674,0.286847,0.039018,0.782727,0.288317,0.751570,0.634105,0.409286,0.866781,0.995725,0.154995,0.993985,0.904573,0.165361,0.216901,0.447957,0.821219,0.224750,0.378731,0.333497,0.084926,0.345043,0.133976,0.727165,0.461074,0.264410,0.930487,0.697535,0.470599,0.350124,0.532570,0.901620,0.519398,0.517762,0.023828,0.484073,0.810071,0.859075,0.480021,0.704919,0.579738,0.654621,0.211770,0.219338,0.406643,0.443981,0.985638,0.610792,0.581882,0.688798,0.627477,0.999393,0.802695,0.891241,0.090289,0.479811
0.190152,0.879847,0.593660,0.648074,0.182386,0.368777,0.036151,0.593345,0.350006,0.545165,0.590312,0.370695,0.279212,0.709862,0.645174,0.441363,0.989468,0.988612,0.595003,0.212686,0.619347,0.364674,0.081307,0.519424,0.965986,0.324493,0.756480,0.161776,0.971529,0.491581,0.997135,0.840938,0.639079,0.008613,0.766817,0.901687,0.660318,0.964980,0.412093,0.041654,0.085173,0.510299,0.597128,0.924480,0.730484,0.250298,0.761124,0.218641,0.703834,0.331681,0.569333,0.775276,0.067943,0.922686,0.577628,0.193936,0.490565,0.930476,0.516308,0.581576,0.553283,0.030115,0.143470,0.300479,0.152629,0.232445,0.696499,0.061372,0.484969,0.874509,0.871365,0.027947,0.697000,0.474093,0.084200,0.147443,0.071172,0.186786,0.305567,0.672954,0.345656,0.440005,0.158877,0.239921,0.352231,0.942798,0.598704,0.420747,0.490696,0.135853,0.286553,0.094107,0.656658,0.444411,0.214667,0.908793,0.083466,0.808052,0.938261,0.344784,0.785621,0.937459,0.877246,0.875162,0.855079,0.316734,0.340696,0.076838,0.411598,0.724556,0.614638,0.223192,0.184632,0.115747,0.365255,0.842558,0.868779,0.569566,0.693932,0.906929,0.751903,0.240032,0.216942,0.136201,0.122770,0.401179,0.612682,0.351588,0.136812,0.401548,0.818312,0.373798,0.419650,0.053602,0.886830,0.959107,0.707426,0.712848,0.837872,0.107306,0.490195,0.706674,0.063354,0.783181,0.915623,0.876072,0.134930,0.775104,0.169510,0.955149,0.191396,0.786780,0.406328,0.147493,0.919049,0.464602,0.563753,0.993647,0.217088,0.602415,0.784419,0.727888,0.607653,0.832372,0.679771,0.912831,0.952433,0.540019,0.106247,0.694252,0.296331,0.435112,0.932607,0.329437,0.843995,0.016619,0.311841,0.112877,0.121871,0.293508,0.985651,0.839862,0.561403,0.500973,0.858188,0.563665,0.519119,0.840113,0.781687,0.806314,0.716523,0.602153
0.391454,0.172790,0.073489,0.137373,0.831110,0.464668,0.668218,0.737847,0.995762,0.767682,0.429730,0.467221,0.590938,0.900081,0.667859,0.708999,0.149110,0.097862,0.766856,0.545062,0.855730,0.256096,0.204838,0.705173,0.844045,0.860020,0.350043,0.164818,0.094688,0.422080,0.903407,0.555884,0.738752,0.198852,0.103426,0.281544,0.905039,0.989672,0.410605,0.045953,0.328158,0.344379,0.978793,0.576977,0.260373,0.095925,0.205685,0.943608,0.226636,0.066636,0.948550,0.272169,0.352783,0.221913,0.694158,0.714058,0.177408,0.693408,0.114966,0.226072,0.600000,0.207692,0.675338,0.408911,0.561350,0.603641,0.393088,0.635449,0.988244,0.412508,0.016178,0.905842,0.482410,0.872742,0.177470,0.742095,0.389350,0.805615,0.965777,0.820902,0.892551,0.105216,0.360222,0.246245,0.632987,0.612820,0.665603,0.783095,0.471556,0.444168,0.130116,0.863312,0.688233,0.138802,0.848124,0.421276,0.388597,0.157185,0.800226,0.391543,0.654846,0.989817,0.850421,0.030642,0.998115,0.312455,0.435686,0.570601,0.090166,0.419355,0.105129,0.911068,0.314779,0.484713,0.578443,0.885622,0.643277,0.549284,0.816598,0.569722,0.322621,0.293059,0.445101,0.811742,0.945575,0.271868,0.280286,0.766822,0.972289,0.262705,0.280591,0.894933,0.134903,0.315993,0.899782,0.635739,0.857357,0.595099,0.822539,0.416217,0.357029,0.578843,0.609091,0.994777,0.213870,0.513281,0.715271,0.561453,0.334912,0.867203,0.088772,0.983927,0.853096,0.977786,0.645395,0.146429,0.030677,0.592981,0.236656,0.485015,0.649828,0.662347,0.069190,0.872319,0.060467,0.275993,0.622348,0.804348,0.685230,0.657304,0.306261,0.328555,0.022017,0.045006,0.416797,0.101884,0.356531,0.219521,0.492189,0.216956,0.383913,0.425303,0.065232,0.348008,0.967419,0.414019,0.410696,0.565466,0.784339,0.384499,0.277857,0.934423
